Competencia;Data;nome;descricao;Responsavel;Valor
01/12/2024;21/11/2024;Duman Aintree;Comer Fora;Rafa;12,9
01/12/2024;21/11/2024;Duman Aintree - US$ 38,50;Comer Fora;Rafa;294,43
01/12/2024;28/10/2024;Adefarma Drogaria;Farmacia;Rafa;7,6
01/12/2024;05/10/2024;Panvel Farmacias - 2/2;Farmacia;Rafa;167,6
01/12/2024;25/10/2024;Presidente Com. P A F;Ferragem;Rafa;31,8
01/12/2024;31/10/2024;Dinamics Materiais El;Ferragem;Rafa;51
01/12/2024;05/11/2024;Dinamics Materiais El;Ferragem;Rafa;13,3
01/12/2024;05/11/2024;Presidente Com. P A F;Ferragem;Rafa;7,6
01/12/2024;22/11/2024;Paypal *wallapop Walla 66 - US$ 99,66;Garmin;Rafa;597,08
01/12/2024;22/11/2024;Paypal *wallapop Walla 66;Garmin;Rafa;26,15
01/12/2024;31/10/2024;Posto Navel Iii;Gasolina;Rafa;50,8
01/12/2024;31/10/2024;Posto Navel Iii;Gasolina;Rafa;11,98
01/12/2024;03/11/2024;Posto Fl 33;Gasolina;Rafa;100
01/12/2024;08/11/2024;Posto Navel Iii;Gasolina;Rafa;50
01/12/2024;01/11/2024;Conta Vivo;Internet;Rafa;119,99
01/12/2024;21/11/2024;Conta Vivo;Internet;Rafa;122,77
01/12/2024;18/06/2024;Ponto F*ponto Frio06/08;Maquina de lavar;Rafa;444,79
01/12/2024;25/10/2024;Komprao Koch Atacadist;Mercado;Rafa;14,95
01/12/2024;27/10/2024;Komprao Koch Atacadist;Mercado;Rafa;50,35
01/12/2024;29/10/2024;Komprao Koch Atacadist;Mercado;Rafa;74,7
01/12/2024;31/10/2024;Komprao Koch Atacadist;Mercado;Rafa;41,79
01/12/2024;29/10/2024;Embalagemns Gravata;Mercado;Rafa;1,5
01/12/2024;29/10/2024;Emporio Natural;Mercado;Rafa;10,92
01/12/2024;29/10/2024;Rede Top Navegantes Gr;Mercado;Rafa;11,19
01/12/2024;29/10/2024;Emporio Natural;Mercado;Rafa;16,9
01/12/2024;07/11/2024;Portodosgraos;Mercado;Rafa;20,86
01/12/2024;15/08/2024;Avianca Inte4s8edt04/10;Pasagem Aerea;Rafa;586,57
01/12/2024;13/06/2024;Htm*posinpbe 06/12;Pós;Rafa;598,52
01/12/2024;28/10/2024;Havan Itapema Tia Ana;Presente;Rafa;59,98
01/12/2024;02/10/2024;adidas - 2/2;Roupa;Rafa;68,49
01/12/2024;04/10/2024;Cea Cnp 316 Ecpc - 2/2;Roupa;Rafa;89,98
01/12/2024;07/11/2024;Mp *losbarberos;Saude;Rafa;75
01/12/2024;31/10/2024;Shopee *clientelar;;Rafa;22,89
01/12/2024;02/11/2024;Iof Compra Internaciona;;Rafa;21,55
01/12/2024;01/11/2024;Google *gsuite_forma-s;;Rafa;492
01/12/2024;09/11/2024;Grab And Go Ato Bog In;;Rafa;0,6
01/12/2024;09/11/2024;Grab And Go Ato Bog In;;Rafa;13,65
01/12/2024;29/10/2024;Amazonprimebr;;Thais;19,9
01/12/2024;30/10/2024;Conta Agua casa navegantes;;Thais;47,89
01/12/2024;31/10/2024;boleto AP1;;Thais;630,52
01/12/2024;01/11/2024;boleto AP2;;Thais;445,21
01/12/2024;02/11/2024;boleto AP3;;Thais;283,91
01/01/2025;13/12/2024;Mp *losbarberos;Barbearia;Rafa;75
01/01/2025;11/12/2024;IPVA;Carro;Rafa;939
01/01/2025;28/09/2024;Munizautocenter - 3/4;Carro;Rafa;249
01/01/2025;17/12/2024;Pix seu Cesar Nunes;Colchão Casal;Rafa;400
01/01/2025;21/12/2024;Bluhaus;Comer Fora;Rafa;12
01/01/2025;21/12/2024;Posto Tio Gusta;Comer Fora;Rafa;69,4
01/01/2025;04/12/2024;Paypal *alipay Eur 35;Fone;Rafa;0,35
01/01/2025;04/12/2024;Paypal *temu 30 - US$ 11,39;Fone;Rafa;71,21
01/01/2025;04/12/2024;Paypal *temu 30;Fone;Rafa;3,12
01/01/2025;04/12/2024;Paypal *alipay Eur 35 - US$ 1,28;Fone;Rafa;8
01/01/2025;09/12/2024;Paypal *alipay Eur 35 - US$ 5,21;Fone;Rafa;32,35
01/01/2025;09/12/2024;Paypal *alipay Eur 35;Fone;Rafa;1,42
01/01/2025;14/12/2024;Posto Navel Iii;Gasolina;Rafa;100
01/01/2025;23/12/2024;Santa Rosa;Gasolina;Rafa;100
01/01/2025;21/12/2024;Conta Vivo;Internet;Rafa;119,99
01/01/2025;12/12/2024;Celesc;Luz mes  01;Rafa;93,83
01/01/2025;11/12/2024;Celesc;Luz mes 12;Rafa;168,07
01/01/2025;09/12/2024;Emporio Natural;Mercado;Rafa;60,69
01/01/2025;12/12/2024;Komprao Koch Atacadist;Mercado;Rafa;160,72
01/01/2025;15/12/2024;Komprao Koch Atacadist;Mercado;Rafa;117,23
01/01/2025;18/12/2024;Komprao Koch Atacadist;Mercado;Rafa;156,38
01/01/2025;19/12/2024;Komprao Koch Atacadist;Mercado;Rafa;54,81
01/01/2025;19/12/2024;Agropecuaria;Mercado;Rafa;25
01/01/2025;20/12/2024;Agropecuaria Sao Joao;Mercado;Rafa;6,6
01/01/2025;21/12/2024;Supermercado Rosileni;Mercado;Rafa;8,95
01/01/2025;23/12/2024;Marcosjose;Mercado;Rafa;5
01/01/2025;23/12/2024;Rede Top Navegantes Gr;Mercado;Rafa;6,94
01/01/2025;23/12/2024;Komprao Koch Atacadist;Mercado;Rafa;156,28
01/01/2025;24/12/2024;Rede Fifo Viviane Schn;Mercado;Rafa;6,48
01/01/2025;28/11/2024;Avianca Inte4s8edt/245 - 1/4;Pasagem Aerea Mala;Rafa;117,04
01/01/2025;04/12/2024;Meganave;PC;Rafa;180
01/01/2025;09/12/2024;Seu Mario Marcineiro;Porta Armario;Rafa;145
01/01/2025;08/11/2024;Mercadolivre*voaduacom - 2/2;Presente Maria;Rafa;48,7
01/01/2025;07/12/2024;Prensadaodorafinh;Xis na Maria;Rafa;179
01/01/2025;10/12/2024;Aluguel;;Rafa;1.672,25
01/01/2025;12/12/2024;Agua;;Rafa;50,21
01/01/2025;25/11/2024;Normal Barcelon;;Rafa;2,43
01/01/2025;25/11/2024;Normal Barcelon - US$ 8,70;;Rafa;55,43
01/01/2025;03/12/2024;Cantinho Do Sabor Deli;;Rafa;29
01/01/2025;04/12/2024;Shopee *clarimax;;Rafa;34,71
01/01/2025;04/12/2024;Shopee *space;;Rafa;19,8
01/01/2025;19/12/2024;Shopee *casadameiling;;Rafa;89,9
01/01/2025;19/12/2024;Supermercado Rosileni;;Rafa;19,99
01/01/2025;20/12/2024;Marisa Com Br - 1/2;;Rafa;51,99
01/01/2025;24/12/2024;Panvel Farmacias;;Rafa;33,97
01/01/2025;24/12/2024;Valeria Cirene Cosmeti;;Rafa;38,75
01/01/2025;29/11/2024;Amazonprimebr;;Rafa;19,9
01/01/2025;06/12/2024;Dl*google Google;;Rafa;7,99
01/01/2025;07/12/2024;boleto AP1;;Rafa;633,72
01/01/2025;08/12/2024;boleto AP2;;Rafa;285,35
01/01/2025;09/12/2024;boleto AP3;;Rafa;447,47
01/01/2025;10/12/2024;Ponto F*ponto Frio07/08;Maquina de lavar;Thais;444,79
01/01/2025;15/08/2024;Avianca Inte4s8edt05/10;Pasagem Aerea;Thais;586,57
01/01/2025;13/06/2024;Htm*posinpbe 07/12;Pós;Thais;598,52
01/01/2025;03/12/2025;Uber aeroporto ;;Thais;18,51
01/01/2025;14/12/2025;Natal GP ;;Thais;33,95
01/02/2025;15/12/2025;Aluguel;Aluguel;Rafa;1.672,25
01/02/2025;16/12/2025;Amazonprimebr;Amazon;Rafa;19,9
01/02/2025;17/12/2025;boleto AP1;AP;Rafa;641,5
01/02/2025;18/12/2025;boleto AP2;AP;Rafa;288,85
01/02/2025;19/12/2025;boleto AP3;AP;Rafa;452,96
01/02/2025;20/12/2025;Milium Loja 33;Barraca;Rafa;660,8
01/02/2025;21/12/2025;Milium Loja 33;Coisas pra Casa;Rafa;114,9
01/02/2025;22/12/2025;Mestredocrepe;Comer Fora;Rafa;20
01/02/2025;23/12/2025;"Gran Chef Valmir
 Dom. 29 dez. 2024";Comer Fora;Rafa;6
01/02/2025;24/12/2025;Big Pizzas Paes E Doce;Comer Fora;Rafa;79,8
01/02/2025;25/12/2025;Bluhaus;Comer Fora;Rafa;6
01/02/2025;26/12/2025;"Villa Gourmet
 Sáb. 11 jan. 2025";Comer Fora;Rafa;83,9
01/02/2025;27/12/2025;Mercadolivre*Useebrasi;Cueca;Rafa;131,66
01/02/2025;28/12/2025;Mercadolivre*Ionicshow;Ducha;Rafa;30,59
01/02/2025;29/12/2025;"Raia 4628
 Sáb. 04 jan. 2025";Farmacia;Rafa;51,79
01/02/2025;30/12/2025;Raia 4628;Farmacia;Rafa;44,38
01/02/2025;31/12/2025;Milium Loja 10;Fio;Rafa;7,5
01/02/2025;01/01/2026;"Posto Navel Iii
 Sex. 03 jan. 2025";Gasolina;Rafa;100
01/02/2025;02/01/2026;Posto Navel Iii;Gasolina;Rafa;100
01/02/2025;03/01/2026;"Posto Parque
 Seg. 20 jan. 2025";Gasolina;Rafa;50,11
01/02/2025;04/01/2026;"Posto Fl 12
 Qua. 22 jan. 2025";Gasolina;Rafa;100
01/02/2025;05/01/2026;"Dl*Google Google
 Seg. 06 jan. 2025";Google;Rafa;7,99
01/02/2025;06/01/2026;"Bmb*Oi Fibra
 Qui. 09 jan. 2025";Internet;Rafa;98,63
01/02/2025;07/01/2026;Eletrika Comercio de M;Led Cozinha;Rafa;15
01/02/2025;08/01/2026;"Mercadolivre*Aloexpres
 Sex. 27 dez. 2024";Led da Cozinha;Rafa;111,5
01/02/2025;09/01/2026;Celesc;Luz;Rafa;187,66
01/02/2025;10/01/2026;Mat. Con Gravata;Mangueira;Rafa;35
01/02/2025;11/01/2026;Agropecuaria;Mel;Rafa;33
01/02/2025;12/01/2026;Ec*Melimais;Meli;Rafa;13,99
01/02/2025;13/01/2026;Komprao Koch Atacadist;Mercado;Rafa;171,39
01/02/2025;14/01/2026;Supermercado Rosileni;Mercado;Rafa;10,17
01/02/2025;15/01/2026;"Komprao Koch Atacadist
 Sáb. 28 dez. 2024";Mercado;Rafa;117
01/02/2025;16/01/2026;Komprao Koch Atacadist;Mercado;Rafa;5,9
01/02/2025;17/01/2026;Rede Top Navegantes Gr;Mercado;Rafa;70,19
01/02/2025;18/01/2026;Supermercado Rosileni;Mercado;Rafa;31,57
01/02/2025;19/01/2026;Komprao Koch Atacadist;Mercado;Rafa;112,08
01/02/2025;20/01/2026;"Supermercado Rosileni
 Qui. 02 jan. 2025";Mercado;Rafa;40,45
01/02/2025;21/01/2026;"Supermercado Rosileni
 Dom. 05 jan. 2025";Mercado;Rafa;15,31
01/02/2025;22/01/2026;"Emporio Natural
 Ter. 07 jan. 2025";Mercado;Rafa;24,23
01/02/2025;23/01/2026;"Comercial Fronza Ltda
 Qua. 08 jan. 2025";Mercado;Rafa;18,78
01/02/2025;24/01/2026;"Supermercado Rosileni
 Sex. 10 jan. 2025";Mercado;Rafa;16,11
01/02/2025;25/01/2026;Rede Top Navegantes Gr;Mercado;Rafa;6,37
01/02/2025;26/01/2026;Komprao Koch Atacadist;Mercado;Rafa;150,94
01/02/2025;27/01/2026;Emporio Natural;Mercado;Rafa;60,99
01/02/2025;28/01/2026;Komprao Koch Atacadist;Mercado;Rafa;167,46
01/02/2025;29/01/2026;"Komprao Koch Atacadist
 Seg. 13 jan. 2025";Mercado;Rafa;3,89
01/02/2025;30/01/2026;Komprao Koch Atacadist;Mercado;Rafa;126,44
01/02/2025;31/01/2026;"Komprao Koch Atacadist
 Qua. 15 jan. 2025";Mercado;Rafa;65,49
01/02/2025;01/02/2026;Instaladora;Mercado;Rafa;5
01/02/2025;02/02/2026;"Supermercado Guarimar
 Qui. 16 jan. 2025";Mercado;Rafa;18,97
01/02/2025;03/02/2026;Comercial Fronza Ltda;Mercado;Rafa;4,99
01/02/2025;04/02/2026;Cantinho do Sabor Deli;Mercado;Rafa;18,9
01/02/2025;05/02/2026;"Comercial Fronza Ltda
 Sáb. 18 jan. 2025";Mercado;Rafa;34,81
01/02/2025;06/02/2026;Supermercado Rosileni;Mercado;Rafa;10,23
01/02/2025;07/02/2026;"Komprao Koch Atacadist
 Dom. 19 jan. 2025";Mercado;Rafa;74,18
01/02/2025;08/02/2026;Komprao Koch Atacadist;Mercado;Rafa;65,33
01/02/2025;09/02/2026;Rede Top Navegantes Gr;Mercado;Rafa;14,98
01/02/2025;10/02/2026;"Komprao Koch Atacadist
 Ter. 21 jan. 2025";Mercado;Rafa;185,5
01/02/2025;11/02/2026;Pjbank *Descomplica P;Mercado;Rafa;178,6
01/02/2025;12/02/2026;"Supermercado Rosileni
 Qui. 23 jan. 2025";Mercado;Rafa;30,04
01/02/2025;13/02/2026;Fort Atacadista 375;Mercado;Rafa;31,4
01/02/2025;14/02/2026;Fort Atacadista 375;Mercado;Rafa;1,9
01/02/2025;15/02/2026;"Marisa com Br - Parc. (2/2)
 Qui. 26 dez. 2024";mozi;Rafa;51,99
01/02/2025;16/02/2026;"Munizautocenter - Parc. (4/4)
 Qui. 28 nov. 2024";pneu;Rafa;249
01/02/2025;17/02/2026;"W4kids
 Dom. 12 jan. 2025";Presente Crot;Rafa;59,98
01/02/2025;18/02/2026;"Mercadolivre*Jpcomerci
 Ter. 31 dez. 2024";Regra usb;Rafa;46,02
01/02/2025;19/02/2026;Mercadolivre*Parcianel;Saleiro Maria;Rafa;94,26
01/02/2025;20/02/2026;Mercadolivre*Alphacamp;Tomadas;Rafa;60,11
01/02/2025;21/02/2026;Mercadolivre*Casababy;Travesseiro;Rafa;58,64
01/02/2025;22/02/2026;"Avianca Inte4s8edt/245 - Parc. (2/4)
 Sex. 20 dez. 2024";voo;Rafa;117,04
01/02/2025;23/02/2026;Vivo internet;;Rafa;121
01/02/2025;18/06/2024;Ponto F*ponto Frio08/08;Maquina de lavar;Thais;444,79
01/02/2025;15/08/2024;Avianca Inte4s8edt06/10;Pasagem Aerea;Thais;586,57
01/02/2025;13/06/2024;Htm*posinpbe 08/12;Pós;Thais;598,52
01/02/2025;14/06/2024;Juros Obra;;Thais;1.069,00
01/03/2025;29/01/2025;Amazon Music;Amazon;Rafa;21,9
01/03/2025;29/01/2025;Amazonprimebr;Amazon;Rafa;19,9
01/03/2025;30/01/2025;boleto AP1;AP;Rafa;638,24
01/03/2025;31/01/2025;boleto AP2;AP;Rafa;287,38
01/03/2025;01/02/2025;boleto AP3;AP;Rafa;450,66
01/03/2025;26/01/2025;Pastelaria da Praca;Comer Fora;Rafa;26
01/03/2025;27/01/2025;"Sorveteria Bonatti
 Seg. 27 jan. 2025";Comer Fora;Rafa;15,6
01/03/2025;30/01/2025;"Sabor Original
 Qui. 30 jan. 2025";Comer Fora;Rafa;35
01/03/2025;05/02/2025;Padaria E Confeitaria;Comer Fora;Rafa;14,43
01/03/2025;13/02/2025;"Paes E Doces Lupa
 Qui. 13 fev. 2025";Comer Fora;Rafa;3,99
01/03/2025;11/02/2025;Mercadolivre*Acortinei;Cortina;Rafa;64,13
01/03/2025;12/02/2025;Br Comercio de Gas Lt;Cozinha Gas;Rafa;125
01/03/2025;25/01/2025;Bareeventossistem;Estacionamento;Rafa;50
01/03/2025;02/02/2025;Farmacia Preco Popula;Farmacia;Rafa;30,38
01/03/2025;04/02/2025;"Drogaria Matheus Caike
 Ter. 04 fev. 2025";Farmacia;Rafa;29,9
01/03/2025;08/02/2025;Drogaria Abner;Farmacia;Rafa;0,4
01/03/2025;09/02/2025;"Drogaria Abner
 Dom. 09 fev. 2025";Farmacia;Rafa;67
01/03/2025;17/02/2025;Farmacia Topmais;Farmacia;Rafa;19,41
01/03/2025;28/01/2025;Presidente Com. P a F;Ferragem;Rafa;41,1
01/03/2025;28/01/2025;Posto Alpha Gravata;Gasolina;Rafa;50
01/03/2025;29/01/2025;Santa Rosa;Gasolina;Rafa;100
01/03/2025;02/02/2025;Quality Comercio de Co;Gasolina;Rafa;100
01/03/2025;10/02/2025;"Posto Ponte Acu
 Seg. 10 fev. 2025";Gasolina;Rafa;100
01/03/2025;13/02/2025;Posto Navel Iii;Gasolina;Rafa;50
01/03/2025;17/02/2025;"Posto Salseiros Ltda
 Seg. 17 fev. 2025";Gasolina;Rafa;50
01/03/2025;17/02/2025;Posto Alpha Gravata;Gasolina;Rafa;50
01/03/2025;19/02/2025;"Posto Z 14 Ltda
 Qua. 19 fev. 2025";Gasolina;Rafa;150
01/03/2025;24/01/2025;Komprao Koch Atacadist;Mercado;Rafa;67,71
01/03/2025;26/01/2025;Supermercados Koch;Mercado;Rafa;79,97
01/03/2025;27/01/2025;Komprao Koch Atacadist;Mercado;Rafa;47,98
01/03/2025;28/01/2025;"Supermercado Rosileni
 Ter. 28 jan. 2025";Mercado;Rafa;34,13
01/03/2025;28/01/2025;Komprao Koch Atacadist;Mercado;Rafa;125,77
01/03/2025;28/01/2025;Rede Top Navegantes Gr;Mercado;Rafa;12,97
01/03/2025;28/01/2025;Supermercado Rosileni;Mercado;Rafa;6,84
01/03/2025;28/01/2025;Supermercado Guarimar;Mercado;Rafa;21,15
01/03/2025;29/01/2025;"Komprao Koch Atacadist
 Qua. 29 jan. 2025";Mercado;Rafa;31,98
01/03/2025;30/01/2025;Komprao Koch Atacadist;Mercado;Rafa;126,51
01/03/2025;01/02/2025;"Comercial Fronza Ltda
 Sáb. 01 fev. 2025";Mercado;Rafa;14,97
01/03/2025;02/02/2025;"Komprao Koch Atacadist
 Dom. 02 fev. 2025";Mercado;Rafa;61,79
01/03/2025;06/02/2025;"Emporio Natural
 Qui. 06 fev. 2025";Mercado;Rafa;35,24
01/03/2025;13/02/2025;Comercial Fronza Ltda;Mercado;Rafa;14,99
01/03/2025;15/02/2025;"Paulinho Acougue E Con
 Sáb. 15 fev. 2025";Mercado;Rafa;20,15
01/03/2025;15/02/2025;Emporio Natural;Mercado;Rafa;40,42
01/03/2025;16/02/2025;"Supermercado Rosileni
 Dom. 16 fev. 2025";Mercado;Rafa;8,46
01/03/2025;17/02/2025;Komprao Koch Atacadist;Mercado;Rafa;73,47
01/03/2025;20/02/2025;Komprao Koch Atacadist;Mercado;Rafa;87,79
01/03/2025;12/02/2025;"Mercadolivre*Laramilan
 Qua. 12 fev. 2025";Pé dos moveis;Rafa;67,06
01/03/2025;26/01/2025;Mercadolivre*Donalaura;Potes;Rafa;36,46
01/03/2025;07/02/2025;"Shopee *Sautkids
 Sex. 07 fev. 2025";Presente SOSO;Rafa;61,42
01/03/2025;20/02/2025;"Sc Itajai Sh
 Qui. 20 fev. 2025";Roupa Rafa;Rafa;79,98
01/03/2025;20/02/2025;Mercadolivre*Acortinei;Tapete;Rafa;52,73
01/03/2025;25/01/2025;"Mercadolivre*Supremaut
 Sáb. 25 jan. 2025";Ventilador;Rafa;36,9
01/03/2025;24/01/2025;"Avianca Inte4s8edt/245 - Parc. (3/4)
 Sex. 24 jan. 2025";voo;Rafa;117,04
01/03/2025;26/01/2025;"Ec*Melimais
 Dom. 26 jan. 2025";;Rafa;13,99
01/03/2025;01/02/2025;Alex Sandro;;Rafa;12,98
01/03/2025;17/02/2025;Celia Rocha Pereira;;Rafa;23,79
01/03/2025;17/02/2025;Alex Sandro;;Rafa;14,98
01/03/2025;05/02/2025;Sushi na Maria;;Rafa;42
01/03/2025;06/02/2025;Shopee Copo Thais;;Rafa;69,99
01/03/2025;20/02/2025;Aluguel;;Rafa;1.677,25
01/03/2025;26/02/2025;Gasolina Ivan;;Rafa;70
01/03/2025;26/02/2025;Comida Anitapolis;;Rafa;209
01/03/2025;27/02/2025;Internet;;Rafa;111,16
01/03/2025;28/02/2025;Luz;;Rafa;271,4
01/03/2025;01/03/2025;Agua;;Rafa;48,06
01/03/2025;02/03/2025;Avianca Inte4s8edt07/10;Pasagem Aerea;Thais;586,57
01/03/2025;03/03/2025;Htm*posinpbe 09/12;Pós;Thais;598,52
01/03/2025;04/03/2025;Juros Obra;;Thais;1.229,81
01/03/2025;05/03/2025;Zp*brandao Acaem  12/12;;Thais;99,9
01/03/2025;06/03/2025;Camargo Santos Com10/10;;Thais;269,11
01/04/2025;07/03/2025;Paulinho Acougue E Con;Acougue;Rafa;8,53
01/04/2025;16/03/2025;Paulinho Acougue E Con;Acougue;Rafa;105,77
01/04/2025;01/03/2025;Amazonprimebr;Amazon Prime;Rafa;19,9
01/04/2025;02/04/2025;boleto AP1;AP;Rafa;643,93
01/04/2025;02/04/2025;boleto AP2;AP;Rafa;289,94
01/04/2025;02/04/2025;boleto AP3;AP;Rafa;454,66
01/04/2025;16/03/2025;Mercadolivre*bpvcosmet;Bermuda Rafa;Rafa;16,69
01/04/2025;27/02/2025;Mk Canoas L;Comer Fora;Rafa;11
01/04/2025;27/02/2025;Mercadolivre*maiscamin;Correia do Etios;Rafa;106,11
01/04/2025;20/03/2025;Amazon Br;Cosmeticos LOLA;Rafa;50,7
01/04/2025;26/02/2025;Shopee *utilfacilataca;Divisoria Cueca;Rafa;24,46
01/04/2025;27/02/2025;Estapar;Estacionamento;Rafa;12
01/04/2025;27/02/2025;Raia438;Farmacia;Rafa;19,58
01/04/2025;14/03/2025;Raia 4628;Farmacia;Rafa;127,73
01/04/2025;08/03/2025;Julio Cezar Schmitz;Feira de Sabado;Rafa;39,25
01/04/2025;08/03/2025;Mercadolivre*hashop;Garrafa da Julia;Rafa;63,99
01/04/2025;28/02/2025;Abastecedora Farroupil;Gasolina;Rafa;70
01/04/2025;02/03/2025;Posto De Combustiveis;Gasolina;Rafa;150
01/04/2025;02/03/2025;Posto Jr Simon Ltda;Gasolina;Rafa;100
01/04/2025;02/03/2025;Apolo Filial 8;Gasolina;Rafa;3,99
01/04/2025;02/03/2025;Posto De Combustiveis;Gasolina;Rafa;3,99
01/04/2025;11/03/2025;Auto Posto Parque;Gasolina;Rafa;59,9
01/04/2025;21/02/2025;Conta Vivo;Intenet;Rafa;111,16
01/04/2025;21/03/2025;Conta Vivo;Internet;Rafa;110
01/04/2025;21/02/2025;Komprao Koch Atacadist;Mercado;Rafa;34,46
01/04/2025;24/02/2025;Komprao Koch Atacadist;Mercado;Rafa;26,11
01/04/2025;25/02/2025;Supermercado Rosileni;Mercado;Rafa;9,03
01/04/2025;26/02/2025;Komprao Koch Atacadist;Mercado;Rafa;39,56
01/04/2025;27/02/2025;Bordignon E Rita Ltda;Mercado;Rafa;6
01/04/2025;27/02/2025;Bordignon E Rita Ltda;Mercado;Rafa;6
01/04/2025;28/02/2025;Lojas Franca;Mercado;Rafa;2,5
01/04/2025;01/03/2025;Supermercado Preco Bai;Mercado;Rafa;26,9
01/04/2025;14/03/2025;Komprao Koch Atacadist;Mercado;Rafa;34,65
01/04/2025;15/03/2025;Supermercado Rosileni;Mercado;Rafa;14,79
01/04/2025;16/03/2025;Komprao Koch Atacadist;Mercado;Rafa;21,21
01/04/2025;18/03/2025;Komprao Koch Atacadist;Mercado;Rafa;47,98
01/04/2025;19/03/2025;Komprao Koch Atacadist;Mercado;Rafa;26,74
01/04/2025;21/03/2025;Posto Navel Iii;Mercado;Rafa;50
01/04/2025;21/03/2025;Supermercado Rosileni;Mercado;Rafa;6,22
01/04/2025;21/03/2025;Komprao Koch Atacadist;Mercado;Rafa;95,56
01/04/2025;21/03/2025;Komprao Koch Atacadist;Mercado;Rafa;53,21
01/04/2025;21/03/2025;Komprao Koch Atacadist;Mercado;Rafa;49,69
01/04/2025;21/03/2025;Komprao Koch Atacadist;Mercado;Rafa;22,51
01/04/2025;26/02/2025;Postoplanalto;Mercado;Rafa;17
01/04/2025;24/02/2025;Ec*melimais;Mercado livre;Rafa;13,99
01/04/2025;14/03/2025;Criativa;Papelaria;Rafa;5
01/04/2025;21/02/2025;Mercadolivre*rdartesan;Peças de cabide;Rafa;37,04
01/04/2025;27/02/2025;Sim Free Way;Pedagio;Rafa;50
01/04/2025;28/02/2025;Marisa 712;Roupa;Rafa;39,99
01/04/2025;28/02/2025;Jcjconfeccoesltda;Roupa;Rafa;29,99
01/04/2025;26/02/2025;Shopee *ynccomercioltd;Suporte Celular;Rafa;24,98
01/04/2025;04/03/2025;Mercadolivre*acortinei;Tapete Quarto;Rafa;78
01/04/2025;28/11/2024;Avianca Inte4s8edt/245 - 4/4;Voo;Rafa;117,04
01/04/2025;27/02/2025;Mercadolivre*gruposupl;Whey Baunilha;Rafa;63,27
01/04/2025;07/03/2025;Mundo Dos Pasteis;;Rafa;90
01/04/2025;15/03/2025;Shopee *strongtools;;Rafa;20
01/04/2025;01/04/2025;Aluguel;;Rafa;1.677,25
01/04/2025;02/04/2025;Luz;;Rafa;295,68
01/04/2025;03/04/2025;Agua;;Rafa;
01/04/2025;04/04/2025;Avianca Inte4s8edt08/10;Pasagem Aerea;Thais;586,57
01/04/2025;05/04/2025;Htm*posinpbe 10/12;Pós;Thais;598,52
01/04/2025;06/04/2025;Juros Obra;;Thais;1.207,92
01/05/2025;07/04/2025;Avianca Inte4s8edt09/10;Pasagem Aerea;Thais;586,57
01/05/2025;08/04/2025;Htm*posinpbe 11/12;Pós;Thais;598,52
01/05/2025;09/04/2025;Juros Obra;;Thais;1.217,14
01/05/2025;29/03/2025;Amazonprimebr;amazon prime;Rafa;19,9
01/05/2025;28/03/2025;Paulinho Acougue E Con;Aniversario;Rafa;181,6
01/05/2025;29/03/2025;Vitorventura;Aniversario;Rafa;86
01/05/2025;02/04/2025;boleto AP1;AP;Rafa;657,38
01/05/2025;02/04/2025;boleto AP2;AP;Rafa;291,67
01/05/2025;02/04/2025;boleto AP3;AP;Rafa;457,38
01/05/2025;03/04/2025;Mercadolivre*glashop;Balança;Rafa;31,82
01/05/2025;28/03/2025;Mat. Con Gravata;Casa;Rafa;22
01/05/2025;11/04/2025;Cnd - Ck Estacionament;Estacionamento;Rafa;4
01/05/2025;10/04/2025;Farmacia Sao Joao;Farmacia;Rafa;3,99
01/05/2025;11/04/2025;Farmacenter;Farmacia;Rafa;40
01/05/2025;06/04/2025;Drogaria Matheus Caike;Farmacia;Rafa;19,9
01/05/2025;09/04/2025;Raia 4628;Farmacia;Rafa;57,97
01/05/2025;18/04/2025;Panvel Farmacias;Farmacia;Rafa;45,47
01/05/2025;02/04/2025;Amazon Br;Farmacia;Rafa;14,9
01/05/2025;12/04/2025;Paulinho Acougue E Con;Frango na Ana e Isaque;Rafa;89,28
01/05/2025;25/03/2025;Auto Posto Parque;Gasolina;Rafa;50
01/05/2025;01/04/2025;Posto Navel Iii;Gasolina;Rafa;50
01/05/2025;09/04/2025;Posto Navel Iii;Gasolina;Rafa;101,6
01/05/2025;21/04/2025;Autopostoibiza;Gasolina;Rafa;102
01/05/2025;12/04/2025;Posto Z 14 Ltda;Gasolina;Rafa;100
01/05/2025;21/04/2025;Conta Vivo;Internet;Rafa;109,95
01/05/2025;02/04/2025;Amazon Br;Limpeza;Rafa;27,55
01/05/2025;26/03/2025;Ec*melimais;melimais;Rafa;27,99
01/05/2025;25/03/2025;Komprao Koch Atacadist;Mercado;Rafa;65,07
01/05/2025;26/03/2025;Komprao Koch Atacadist;Mercado;Rafa;37,4
01/05/2025;27/03/2025;Emporio Natural;Mercado;Rafa;62,97
01/05/2025;27/03/2025;Rede Top Navegantes Gr;Mercado;Rafa;32,46
01/05/2025;28/03/2025;Panificadorae;Mercado;Rafa;11,63
01/05/2025;28/03/2025;Komprao Koch Atacadist;Mercado;Rafa;98,04
01/05/2025;04/04/2025;Komprao Koch Atacadist;Mercado;Rafa;37,3
01/05/2025;06/04/2025;Agropecuaria;Mercado;Rafa;30
01/05/2025;06/04/2025;Alex Sandro;Mercado;Rafa;9,83
